No,Nama_Program,IPTA,Kod_Program,Tahun,Merit,Is_Feeder,Is_STEM,Bumiputera_Sahaja,Pakej_Min,Peringkat_Pengajian,Mod_Pengajian,Tempoh_Pengajian,Bidang_NEC,Bertemu_Duga,Joint_Degree,Catatan,Req_BM,Req_BI,Req_Sejarah,Req_Math,Req_AddMath,Req_Fizik,Req_Kimia,Req_Bio,Req_Sains,Req_PI,Req_BahasaArab,Pilihan_1_Gred,Pilihan_1_Bil,Pilihan_1_Subjek,Pilihan_2_Gred,Pilihan_2_Bil,Pilihan_2_Subjek,Pilihan_3_Gred,Pilihan_3_Bil,Pilihan_3_Subjek,Pilihan_4_Gred,Pilihan_4_Bil,Pilihan_4_Subjek,Pilihan_5_Gred,Pilihan_5_Bil,Pilihan_5_Subjek,Pilihan_6_Gred,Pilihan_6_Bil,Pilihan_6_Subjek,Pilihan_7_Gred,Pilihan_7_Bil,Pilihan_7_Subjek,Pilihan_8_Gred,Pilihan_8_Bil,Pilihan_8_Subjek,Lain_Gred,Lain_Bil,Has_ATAU,ATAU_JSON,Syarat_Am,Syarat_Khas
301,DIPLOMA TEKNOLOGI MAKMAL,Universiti Pendidikan Sultan Idris,UA4545001,2026,83.87,Tidak,Ya,Tidak,"STEM A, B atau C",Diploma,Konvensional,06 Semester,0711 Kejuruteraan Kimia Dan Proses,Tidak,Tidak,Tidak Berkenaan,,E,,C,,,,,,,,C,1,Sains Tambahan|Biologi|Kimia|Fizik,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains Tambahan / Biologi / Kimia / Fizik Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris.
302,DIPLOMA TEKNOLOGI MAKMAL PERUBATAN,Universiti Sultan Zainal Abidin,UD4725002,2026,84.87,Tidak,Tidak,Tidak,STEM A atau B,Diploma,Konvensional,06 Semester,0914 Diagnostik Perubatan Dan Teknologi Rawatan,Tidak,Tidak,Tidak Berkenaan,,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Biologi. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris.
303,DIPLOMA TEKNOLOGI MAKMAL PERUBATAN,Universiti Teknologi Mara,UE4725001,2026,80.92,Tidak,Ya,Ya,"STEM A, B atau C",Diploma,Konvensional,06 Semester,0914 Diagnostik Perubatan Dan Teknologi Rawatan,Tidak,Tidak,Tidak Berkenaan,,B,,,,,C,,,,,C,1,Biologi|Fizik,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Biologi / Fizik Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
304,DIPLOMA TEKNOLOGI MEDIA CETAK,Politeknik,FB4213003,2026,67.01,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran
305,DIPLOMA TEKNOLOGI PEMBUATAN,Universiti Sultan Zainal Abidin,UD4540001,2026,75.07,Tidak,Tidak,Tidak,STEM A atau B,Diploma,Konvensional,05 Semester,0741 Teknologi Kejuruteraan,Tidak,Tidak,Tidak Berkenaan,C,D,,,,,,,,,,C,2,Fizik|Kimia|Sains|Sains Tambahan|Reka Cipta|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Grafik Komunikasi Teknikal|Lukisan Kejuruteraan,C,1,Matematik|Matematik Tambahan,C,1,Maharat Al Quran|Tasawwur Islam|Pendidikan Syari'ah Islamiah|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Islam|Pendidikan Moral|Geografi|Prinsip Perakaunan|Ekonomi Asas|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah|Hifz Al Quran,,,,,,,,,,,,,,,,C,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Fizik / Kimia / Sains / Sains Tambahan / Reka Cipta / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Grafik Komunikasi Teknikal / Lukisan Kejuruteraan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Maharat Al Quran / Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Pendidikan Moral / Geografi / Prinsip Perakaunan / Ekonomi Asas / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Al-adab Wa Al-balaghah / Hifz Al Quran Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira
306,DIPLOMA TEKNOLOGI PENGELUARAN HERBA,Universiti Teknologi Mara,UE4620003,2026,53.82,Tidak,Ya,Ya,STEM A atau B,Diploma,Konvensional,05 Semester,0812 Hortikultur,Tidak,Tidak,Tidak Berkenaan,,C,,,,,E,E,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Biologi. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
307,DIPLOMA TEKNOLOGI PERCETAKAN,Baru,UE4213006,2026,,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Ya,Tidak,Tidak Berkenaan,,E,,,,,,,,,,E,1,Matematik|Matematik Tambahan Lulus ujian dan|atau temu duga yang ditetapkan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
308,DIPLOMA TEKNOLOGI POLIMER,Universiti Teknologi Mara,UE4545003,2026,56.59,Tidak,Ya,Ya,"STEM A, B atau C",Diploma,Konvensional,06 Semester,"0722 Bahan (Kaca, Kertas, Plastik Dan Kayu)",Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Fizik|Biologi|Sains Komputer|Reka Cipta|Lukisan Kejuruteraan|Pengajian Kejuruteraan Mekanikal|Ekonomi|Perniagaan,E,1,Kimia|Sains,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Biologi / Sains Komputer / Reka Cipta / Lukisan Kejuruteraan / Pengajian Kejuruteraan Mekanikal / Ekonomi / Perniagaan Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Kimia / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
309,DIPLOMA TEKNOLOGI REKABENTUK DALAMAN,#,UE4214001,2026,71.26,Tidak,Ya,Ya,"STEM A, B atau C",Diploma,Konvensional,06 Semester,0731 Seni Bina,Ya,Tidak,Tidak Berkenaan,,E,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Fizik|Kimia|Sains Tambahan|Sains,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Sains Tambahan / Sains Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
310,DIPLOMA TEKNOLOGI SENI REKA FESYEN,Baru,UE4214002,2026,,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,"0212 Fesyen, Reka Bentuk Industri Dan Dalaman",Ya,Tidak,Tidak Berkenaan,,E,,,,,,,,,,E,1,Matematik|Matematik Tambahan Lulus ujian dan|atau temu duga yang ditetapkan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
311,DIPLOMA TEKNOLOGI SENI REKA PERINDUSTRIAN,Baru,UE4214004,2026,,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,"0212 Fesyen, Reka Bentuk Industri Dan Dalaman",Ya,Tidak,Tidak Berkenaan,,E,,,,,,,,,,E,1,Matematik|Matematik Tambahan Lulus ujian dan|atau temu duga yang ditetapkan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
312,DIPLOMA TEKNOLOGI SOLAR FOTOVOLTAN,Kolej Komuniti,FC4522001,2026,61.08,Tidak,Ya,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,0712 Kuasa Elektrik Dan Tenaga,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran
313,DIPLOMA TEKNOLOGI TEKSTIL DAN PAKAIAN,Universiti Teknologi Mara,UE4542001,2026,57.56,Tidak,Ya,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,"0723 Tekstil (Pakaian, Kasut Dan Kulit)",Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Fizik|Kimia|Biologi|Sains|Sains Tambahan|Teknologi Kejuruteraan|Asas Kelestarian|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Rekaan Dan Jahitan Pakaian|Pengajian Kejuruteraan Awam|Grafik Komunikasi Teknikal,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains / Sains Tambahan / Teknologi Kejuruteraan / Asas Kelestarian / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Rekaan Dan Jahitan Pakaian / Pengajian Kejuruteraan Awam / Grafik Komunikasi Teknikal Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
314,DIPLOMA UKUR BAHAN,Universiti Teknologi Mara,UE4526002,2026,64.56,Tidak,Ya,Ya,"STEM A, B atau C",Diploma,Konvensional,06 Semester,0716 Kejuruteraan Awam,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Fizik|Kimia|Biologi|Sains Tambahan|Sains,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains Tambahan / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
315,DIPLOMA UKUR BAHAN,Politeknik,FB4526003,2026,52.99,Tidak,Ya,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,0734 Kaji Ukur,Tidak,Tidak,Tidak Berkenaan,E,,E,C,,,,,,,,C,1,Bahasa Melayu|Bahasa Inggeris,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Bahasa Melayu / Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
316,DIPLOMA UKUR BANGUNAN,Universiti Teknologi Mara,UE4526001,2026,58.52,Tidak,Ya,Ya,"STEM A, B atau C",Diploma,Konvensional,06 Semester,0734 Kaji Ukur,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Fizik|Kimia|Biologi|Sains Tambahan|Sains,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains Tambahan / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
317,DIPLOMA UNDANG-UNDANG,Universiti Sultan Zainal Abidin,UD4380001,2026,81.36,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,0421 Undang-Undang,Tidak,Tidak,Tidak Berkenaan,B,B+,,,,,,,,,,C+,1,Bahasa Arab|Bahasa Arab Tinggi|Al-lughah Al-arabiah Al-mu'asirah,C+,1,Pendidikan Islam|Pendidikan Syari'ah Islamiah|Pendidikan Al-quran Dan Al-sunnah|Tasawwur Islam|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah|Hifz Al Quran|Maharat Al Quran,,,,,,,,,,,,,,,,,,,C,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B+ dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi • Al-lughah Al-arabiah Al-mu'asirah Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam • Pendidikan Syari'ah Islamiah • Pendidikan Al-quran Dan Al-sunnah • Tasawwur Islam • Usul Al-din • Al-syariah • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah • Hifz Al Quran • Maharat Al Quran Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira
318,DIPLOMA USULUDDIN,Universiti Sultan Zainal Abidin,UD4221006,2026,80.29,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,0224 Pengajian Islam,Tidak,Tidak,Tidak Berkenaan,C,D,,,,,,,,,,C+,1,Bahasa Arab|Bahasa Arab Tinggi|Al-lughah Al-arabiah Al-mu'asirah|Turath Bahasa Arab|Al-adab Wa Al-balaghah,C+,2,Tasawwur Islam|Pendidikan Syari'ah Islamiah|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Islam|Hifz Al Quran|Maharat Al Quran|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah,,,,,,,,,,,,,,,,,,,C+,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Al-lughah Al-arabiah Al-mu'asirah / Turath Bahasa Arab / Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred C+ dalam DUA (2) mata pelajaran berikut : • Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Hifz Al Quran / Maharat Al Quran / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah Mendapat sekurang-kurangnya Gred C+ dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira
319,PROGRAM ASASI PENGURUSAN,Universiti Utara Malaysia,UU0345001,2026,91.07,Ya,Tidak,Tidak,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,A-,B+,,,,,,,,,,A-,4,Matematik|Sejarah|Sains|Pendidikan Islam|Pendidikan Moral|Prinsip Perakaunan|Ekonomi|Perniagaan|Pendidikan Seni Visual|Pendidikan Muzik|Geografi|Kesusasteraan Melayu|Kesusasteraan Inggeris|Pengajian Keusahawanan|Lukisan|Fizik|Kimia|Biologi|Matematik Tambahan|Sains Tambahan|Grafik Komunikasi Teknikal|Asas Kelestarian|Pertanian|Sains Rumah Tangga|Reka Cipta|Sains Komputer|Sains Sukan|Lukisan Kejuruteraan|Produksi Reka Tanda|Hiasan Dalaman|Reka Bentuk Grafik Digital|Landskap Dan Nurseri|Bahasa Arab|Bahasa Arab Tinggi|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Tasawwur Islam|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-lughah Al-arabiah Al-mu'asirah|Al-adab Wa Al-balaghah|Hifz Al Quran|Maharat Al Quran|Turath Dirasat Islamiah|Turath Al-quran Dan Al-sunnah|Turath Bahasa Arab,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B+ dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred A- dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred A- dalam EMPAT (4) mata pelajaran berikut : • Matematik / Sejarah / Sains / Pendidikan Islam / Pendidikan Moral / Prinsip Perakaunan / Ekonomi / Perniagaan / Pendidikan Seni Visual / Pendidikan Muzik / Geografi / Kesusasteraan Melayu / Kesusasteraan Inggeris / Pengajian Keusahawanan / Lukisan / Fizik / Kimia / Biologi / Matematik Tambahan / Sains Tambahan / Grafik Komunikasi Teknikal / Asas Kelestarian / Pertanian / Sains Rumah Tangga / Reka Cipta / Sains Komputer / Sains Sukan / Lukisan Kejuruteraan / Produksi Reka Tanda / Hiasan Dalaman / Reka Bentuk Grafik Digital / Landskap Dan Nurseri / Bahasa Arab / Bahasa Arab Tinggi / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Tasawwur Islam / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Al-lughah Al-arabiah Al-mu'asirah / Al-adab Wa Al-balaghah / Hifz Al Quran / Maharat Al Quran / Turath Dirasat Islamiah / Turath Al-quran Dan Al-sunnah / Turath Bahasa Arab
